CUENCA;LABEL;START_NODE;STOP_NODE;STARTPNT_X;STARTPNT_Y;ENDPNT_X;ENDPNT_Y;ORIGEN_DATO;MAXIMA_CAP;DIAMETRO;CAUDAL_MAX;REL_MAXCAP_CAUDALMAX;COTA_INV_INICIO;COTA_INV_FIN;SUMERGIDO1;SUMERGIDO2;IS_ACTIVE;LONGITUD;MATERIAL;TIPO_AGUA;TIPO_RED;ESTADO;PENDIENTE;CONDICION;COLECTOR;CRUCE;D_INT_PROY;text
LA MINA;6063492;6063307;6063439;-75.6079211907;6.1621143380;-75.6071206411;6.1621463829;Levantamiento a. abajo;54653;900;-1;-1;0.00;1549.84;0;0;False;88.70;Concrete;RESIDUALES;INTERCEPTOR;OPERACION;-17.4730;Actual;Sabaneta Norte;null;0;Diametro actual mm :900<br>Cota invert inicial m:0<br>Cota invert inicial m:1549.844<br>Longitud m :88.7<br>Pendiente  :-17.473<br>Diam. interno proyectado mm :0
LA MINA;6064194;6064179;6063935;-75.6040017031;6.1619195055;-75.6043968344;6.1620628673;Levantamiento a. abajo;201248;1300;-1;-1;0.00;1550.98;0;0;False;46.50;Concrete;COMBINADAS;SECUNDARIA;OPERACION;-33.3330;Actual;Sabaneta Norte;null;0;Diametro actual mm :1300<br>Cota invert inicial m:0<br>Cota invert inicial m:1550.976<br>Longitud m :46.5<br>Pendiente  :-33.333<br>Diam. interno proyectado mm :0
LA MINA;6064402;6064281;6064286;-75.6043349915;6.1623728063;-75.6042728147;6.1624793320;Levantamiento a. abajo;371589;1300;-1;-1;0.00;1550.80;0;0;False;13.60;Concrete;COMBINADAS;SECUNDARIA;OPERACION;-113.6420;Actual;Sabaneta Norte;null;0;Diametro actual mm :1300<br>Cota invert inicial m:0<br>Cota invert inicial m:1550.804<br>Longitud m :13.6<br>Pendiente  :-113.642<br>Diam. interno proyectado mm :0
LA DOCTORA;9351415;9351412;MH-44;-75.6149836695;6.1469672335;-75.6149833371;6.1469887989;null;0;0;-1;-1;0.00;0.00;0;0;False;2.39;null;LLUVIAS;SECUNDARIA;PLANEACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :0<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :2.38571560412<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9351416;9351412;MH-44;-75.6149836695;6.1469672335;-75.6149833371;6.1469887989;null;0;0;-1;-1;0.00;0.00;0;0;False;2.39;null;LLUVIAS;SECUNDARIA;PLANEACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :0<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :2.38571560412<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9112079;MH-60;9071045;-75.6062956101;6.1581362838;-75.6065807796;6.1581571615;null;0;0;-1;-1;0.00;1570.72;0;0;False;32.18;null;LLUVIAS;SECUNDARIA;DISENO;-48.8030;Actual;La Escuela;null;0;Diametro actual mm :0<br>Cota invert inicial m:0<br>Cota invert inicial m:1570.716<br>Longitud m :32.184580649<br>Pendiente  :-48.803<br>Diam. interno proyectado mm :0
LA DOCTORA;9112081;MH-69;9071166;-75.6064880968;6.1574533579;-75.6064843028;6.1581857165;null;0;0;-1;-1;0.00;0.00;0;0;False;118.27;null;RESIDUALES;SECUNDARIA;DISENO;0.0000;Actual;La Escuela;null;0;Diametro actual mm :0<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :118.270177957<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9112077;MH-69;9071028;-75.6064880968;6.1574533579;-75.6060837093;6.1583131081;null;0;0;-1;-1;0.00;0.00;0;0;False;123.22;null;LLUVIAS;SECUNDARIA;DISENO;0.0000;Actual;null;null;0;Diametro actual mm :0<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :123.224890665<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9479630;9479400;9479395;-75.6214151885;6.1389327633;-75.6213902593;6.1389278839;null;0;150;-1;-1;0.00;0.00;0;0;False;2.81;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :2.8122258353<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9479631;9479398;9479395;-75.6213850181;6.1389022104;-75.6213902593;6.1389278839;null;0;150;-1;-1;0.00;0.00;0;0;False;2.90;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :2.89850809289<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435185;9435145;9435132;-75.6032519960;6.1365204169;-75.6032926414;6.1365184250;null;0;150;-1;-1;0.00;0.00;0;0;False;4.51;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.5053309608<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435186;9435146;9435132;-75.6032910138;6.1364775616;-75.6032926414;6.1365184250;null;0;150;-1;-1;0.00;0.00;0;0;False;4.52;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.52362829543<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;8557392;8549105;9480008;-75.6216741661;6.1393668690;-75.6216716683;6.1394156783;null;0;150;-1;-1;0.00;0.00;0;0;False;5.41;Concrete;COMBINADAS;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :5.40603641313<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9479629;9479401;9479396;-75.6214104047;6.1389582577;-75.6213595517;6.1389590769;null;0;150;-1;-1;0.00;0.00;0;0;False;5.63;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :5.63075362305<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9479632;9479399;9479396;-75.6213595468;6.1389071854;-75.6213595517;6.1389590769;null;0;150;-1;-1;0.00;0.00;0;0;False;5.74;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :5.73990010279<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435187;9435144;9435133;-75.6032386311;6.1365498891;-75.6033227222;6.1365458158;null;0;150;-1;-1;0.00;0.00;0;0;False;9.32;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :9.32080293036<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435188;9435147;9435133;-75.6033193749;6.1364613782;-75.6033227222;6.1365458158;null;0;150;-1;-1;0.00;0.00;0;0;False;9.35;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :9.3472699152<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435189;9435143;9435134;-75.6032324000;6.1365789994;-75.6033527122;6.1365731158;null;0;150;-1;-1;0.00;0.00;0;0;False;13.34;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :13.3359098557<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435190;9435148;9435134;-75.6033480072;6.1364524255;-75.6033527122;6.1365731158;null;0;150;-1;-1;0.00;0.00;0;0;False;13.36;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :13.3601123202<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435192;9435149;9435135;-75.6033769105;6.1364497112;-75.6033827918;6.1366005053;null;0;150;-1;-1;0.00;0.00;0;0;False;16.69;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :16.6925496461<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435191;9435142;9435135;-75.6032321313;6.1366077479;-75.6033827918;6.1366005053;null;0;150;-1;-1;0.00;0.00;0;0;False;16.70;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :16.6991629977<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435194;9435150;9435136;-75.6034060849;6.1364526930;-75.6034135031;6.1366271724;null;0;150;-1;-1;0.00;0.00;0;0;False;19.32;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :19.3172124908<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435193;9435141;9435136;-75.6032376436;6.1366364057;-75.6034135031;6.1366271724;null;0;150;-1;-1;0.00;0.00;0;0;False;19.50;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :19.4965401761<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435196;9435151;9435137;-75.6034354408;6.1364621831;-75.6034441248;6.1366539302;null;0;150;-1;-1;0.00;0.00;0;0;False;21.23;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :21.2315680372<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435195;9435140;9435137;-75.6032494777;6.1366647016;-75.6034441248;6.1366539302;null;0;150;-1;-1;0.00;0.00;0;0;False;21.58;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :21.5826994133<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435198;9435152;9435138;-75.6034651585;6.1364798998;-75.6034728490;6.1366788813;null;0;150;-1;-1;0.00;0.00;0;0;False;22.03;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :22.0264634999<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435197;9435139;9435138;-75.6032693508;6.1366924542;-75.6034728490;6.1366788813;null;0;150;-1;-1;0.00;0.00;0;0;False;22.58;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :22.5796739375<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;6071321;6065749;6065860;-75.6188456664;6.1480861957;-75.6188314060;6.1484886963;null;0;150;-1;-1;0.00;0.00;0;0;False;44.55;Concrete;COMBINADAS;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :44.54995506<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9410575;9410560;9410565;-75.6120175201;6.1392314313;-75.6120375708;6.1392095511;null;0;150;-1;-1;0.00;0.00;0;0;False;3.28;PVC;DESCARGA DE CONDUCCION;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :3.28409119913<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9410573;9410556;9410557;-75.6153920050;6.1458802004;-75.6155561432;6.1461713704;null;0;150;-1;-1;0.00;0.00;0;0;False;36.98;PVC;DESCARGA DE CONDUCCION;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :150<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :36.9800393497<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9479633;9479397;9479383;-75.6213432037;6.1389759840;-75.6213350763;6.1389839408;null;0;200;-1;-1;0.00;0.00;0;0;False;1.26;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :1.25867169957<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;6066877;6066837;6066842;-75.6234444291;6.1504682097;-75.6234601719;6.1504590960;null;0;200;-1;-1;0.00;0.00;0;0;False;2.01;Concrete;LLUVIAS;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :2.01342842667<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;6061797;6060773;8539250;-75.6067365920;6.1557112120;-75.6067464785;6.1557287533;null;0;200;-1;-1;0.00;0.00;0;0;False;2.23;Concrete;LLUVIAS;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :2.22772362091<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;8595233;8595227;8595226;-75.6245260180;6.1487487114;-75.6245413288;6.1487643309;null;0;200;-1;-1;0.00;0.00;0;0;False;2.42;Concrete;RESIDUALES;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :2.42038644142<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9479628;9479396;9479397;-75.6213595517;6.1389590769;-75.6213432037;6.1389759840;null;0;200;-1;-1;0.00;0.00;0;0;False;2.60;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :2.60254319569<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;6070047;6065383;6070037;-75.6081081981;6.1525203754;-75.6081266069;6.1525395842;null;0;200;-1;-1;0.00;0.00;0;0;False;2.94;Concrete;RESIDUALES;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :2.94416719526<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;8653301;8653255;8653249;-75.6099678070;6.1595089572;-75.6099956369;6.1595130234;null;0;200;-1;-1;0.00;0.00;0;0;False;3.11;Concrete;RESIDUALES;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :3.11363080757<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;8641542;8641539;8641541;-75.6038171256;6.1587751900;-75.6037871828;6.1587888974;null;0;200;-1;-1;0.00;0.00;0;0;False;3.65;Concrete;RESIDUALES;SECUNDARIA;OPERACION;0.0000;Actual;null;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :3.64519824418<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9479626;9479380;9479395;-75.6214151848;6.1389024779;-75.6213902593;6.1389278839;null;0;200;-1;-1;0.00;0.00;0;0;False;3.94;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :3.93859935667<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;6060596;6060208;6060218;-75.6120714022;6.1566109073;-75.6120653744;6.1565734166;null;0;200;-1;-1;0.00;0.00;0;0;False;4.20;Concrete;COMBINADAS;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.20032039098<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435183;9435137;9435138;-75.6034441248;6.1366539302;-75.6034728490;6.1366788813;null;0;200;-1;-1;0.00;0.00;0;0;False;4.21;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.21073637395<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;6066904;6066842;6066840;-75.6234601719;6.1504590960;-75.6234419119;6.1504928364;null;0;200;-1;-1;0.00;0.00;0;0;False;4.24;Concrete;COMBINADAS;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.2444686578<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;8566358;8566300;8566299;-75.6014997627;6.1553072352;-75.6015328483;6.1552877239;null;0;200;-1;-1;0.00;0.00;0;0;False;4.25;Concrete;COMBINADAS;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.25139328461<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9408949;9408875;9408872;-75.6277828281;6.1480275221;-75.6277838470;6.1480667409;null;0;200;-1;-1;0.00;0.00;0;0;False;4.34;Concrete;LLUVIAS;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.33958887489<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;8566368;8566305;8566304;-75.6021366725;6.1553604863;-75.6021518309;6.1553965393;null;0;200;-1;-1;0.00;0.00;0;0;False;4.33;Concrete;COMBINADAS;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.32665372527<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435179;9435133;9435134;-75.6033227222;6.1365458158;-75.6033527122;6.1365731158;null;0;200;-1;-1;0.00;0.00;0;0;False;4.49;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.48809087573<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435182;9435136;9435137;-75.6034135031;6.1366271724;-75.6034441248;6.1366539302;null;0;200;-1;-1;0.00;0.00;0;0;False;4.50;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.50040869138<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435181;9435135;9435136;-75.6033827918;6.1366005053;-75.6034135031;6.1366271724;null;0;200;-1;-1;0.00;0.00;0;0;False;4.50;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.50129683219<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435180;9435134;9435135;-75.6033527122;6.1365731158;-75.6033827918;6.1366005053;null;0;200;-1;-1;0.00;0.00;0;0;False;4.50;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.5020902621<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435178;9435132;9435133;-75.6032926414;6.1365184250;-75.6033227222;6.1365458158;null;0;200;-1;-1;0.00;0.00;0;0;False;4.50;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.50227969517<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435184;9435138;9431863;-75.6034728490;6.1366788813;-75.6034962461;6.1367127802;null;0;200;-1;-1;0.00;0.00;0;0;False;4.56;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.55740700778<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;6061930;6061919;6060769;-75.6065522106;6.1553836187;-75.6065207599;6.1554108315;null;0;200;-1;-1;0.00;0.00;0;0;False;4.60;Concrete;RESIDUALES;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.60260292702<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;6063584;6063582;8539245;-75.6131599473;6.1543425771;-75.6132013228;6.1543526141;null;0;200;-1;-1;0.00;0.00;0;0;False;4.71;Concrete;LLUVIAS;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.71324677772<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9479627;9479395;9479396;-75.6213902593;6.1389278839;-75.6213595517;6.1389590769;null;0;200;-1;-1;0.00;0.00;0;0;False;4.84;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.84385101168<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;8562407;8562403;8562405;-75.6227793930;6.1505435326;-75.6227386096;6.1505275718;null;0;200;-1;-1;0.00;0.00;0;0;False;4.85;Concrete;COMBINADAS;SECUNDARIA;RETIRADO;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.84799050247<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;6063662;6067310;9206825;-75.6064110763;6.1621284834;-75.6064147928;6.1621726626;null;0;200;-1;-1;0.00;0.00;0;0;False;4.90;Concrete;RESIDUALES;SECUNDARIA;OPERACION;0.0000;Actual;null;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.9041064039<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;8566361;8566297;8566291;-75.6016204525;6.1552286017;-75.6016592379;6.1552057806;null;0;200;-1;-1;0.00;0.00;0;0;False;4.98;Concrete;COMBINADAS;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.98091106764<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;6072547;6066843;6066229;-75.6232862875;6.1504813445;-75.6232465012;6.1505027025;null;0;200;-1;-1;0.00;0.00;0;0;False;5.00;Concrete;COMBINADAS;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :4.99827060545<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;6065455;6065380;6065383;-75.6080764594;6.1525533110;-75.6081081981;6.1525203754;null;0;200;-1;-1;0.00;0.00;0;0;False;5.06;Concrete;RESIDUALES;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :5.06149948888<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;8566355;8566303;8566302;-75.6013159016;6.1554238676;-75.6013536197;6.1553967625;null;0;200;-1;-1;0.00;0.00;0;0;False;5.14;Concrete;COMBINADAS;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :5.14058048249<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;8705357;8705354;8705356;-75.6117106615;6.1380350799;-75.6117081405;6.1380817143;null;0;200;-1;-1;0.00;0.00;0;0;False;5.17;Concrete;COMBINADAS;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :5.16592984644<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9345627;9345610;9345611;-75.6167444905;6.1463501426;-75.6167927345;6.1463521636;null;0;200;-1;-1;0.00;0.00;0;0;False;5.35;Concrete;RESIDUALES;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :5.34577054153<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;9435177;9435131;9435132;-75.6032558782;6.1364849774;-75.6032926414;6.1365184250;null;0;200;-1;-1;0.00;0.00;0;0;False;5.50;Concrete;DESCARGA DE TANQUE;SECUNDARIA;OPERACION;0.0000;Actual;La Doctora;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :5.50037877287<br>Pendiente  :0<br>Diam. interno proyectado mm :0
LA DOCTORA;8566360;8566298;8566297;-75.6015785618;6.1552585918;-75.6016204525;6.1552286017;null;0;200;-1;-1;0.00;0.00;0;0;False;5.70;Concrete;COMBINADAS;SECUNDARIA;OPERACION;0.0000;Actual;La Escuela;null;0;Diametro actual mm :200<br>Cota invert inicial m:0<br>Cota invert inicial m:0<br>Longitud m :5.70195033012<br>Pendiente  :0<br>Diam. interno proyectado mm :0
