Cuenca;Aliviadero;Colector;Condicion;Caudal;Fecha;Hora;Datos;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;1020.48;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;669.32;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;245.10;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;114.54;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;35.93;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;10.98;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;5.85;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;4.52;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;4.23;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;4.16;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;4.13;
La Doctora;6066073_NT2;La Doctora;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;4.11;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;56.99;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;57.42;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;57.69;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;57.90;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;58.10;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;58.29;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;58.48;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;67.15;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;85.70;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;116.74;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;239.32;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;1027.24;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;1639.83;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;1376.28;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;1187.49;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;795.03;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;469.47;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;218.17;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;113.05;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;79.15;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;66.85;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;62.28;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;60.46;
La Doctora;6071347_NT2;La Doctora;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;59.65;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;8.97;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;9.00;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;9.03;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;9.06;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;9.09;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;9.12;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;9.15;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;9.18;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;9.25;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;20.30;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;97.38;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;766.81;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;752.86;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;299.84;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;144.62;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;62.81;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;20.29;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;10.94;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;9.39;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;9.21;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;9.18;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;9.17;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;9.16;
La Doctora;9280809_NT2;La Doctora;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;9.14;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;0.00;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;0.00;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;0.00;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;0.00;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;0.00;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;0.00;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;0.00;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;1.48;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;2.81;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;4.17;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;15.90;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;185.50;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;100.63;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;37.69;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;21.08;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;7.07;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;1.51;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;0.20;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;0.03;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;0.01;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;0.00;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;0.00;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;0.00;
La Doctora;6067415_NT2;La Doctora;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;0.00;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;26.66;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;26.75;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;26.84;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;26.93;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;27.02;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;27.11;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;27.20;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;36.79;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;46.26;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;55.11;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;79.39;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;237.76;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;177.88;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;106.99;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;52.88;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;36.87;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;29.33;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;27.59;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;27.38;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;27.33;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;27.28;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;27.24;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;27.20;
La Doctora;6063254_NT2;La Doctora;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;27.16;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;0.00;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;0.00;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;0.00;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;0.00;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;0.00;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;0.00;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;0.00;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;11.29;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;19.64;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;28.51;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;55.46;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;269.36;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;124.03;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;42.27;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;22.88;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;7.19;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;1.44;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;0.21;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;0.05;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;0.02;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;0.01;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;0.01;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;0.00;
La Doctora;6081392_NT2;La Doctora;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;0.00;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;110.50;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;111.42;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;111.78;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;112.10;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;112.63;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;112.99;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;113.28;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;152.65;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;322.34;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;555.31;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;761.74;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;2461.23;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;2835.54;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;2287.11;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;1202.05;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;1027.80;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;505.35;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;208.57;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;140.65;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;121.71;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;114.80;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;114.60;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;114.22;
La Doctora;6064884_NT2;La Doctora;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;113.97;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;25.72;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;25.84;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;25.93;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;26.02;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;26.11;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;26.19;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;26.27;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;40.12;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;101.56;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;171.87;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;276.42;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;612.00;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;747.10;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;590.94;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;405.36;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;218.93;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;111.62;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;53.06;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;33.90;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;28.08;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;26.79;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;26.47;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;26.38;
La Doctora;8641372;La Doctora;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;26.34;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;7.85;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;7.87;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;7.90;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;7.93;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;7.95;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;7.98;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;8.01;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;8.03;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;8.06;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;8.08;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;8.11;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;8.14;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;8.22;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;8.11;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;8.10;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;8.09;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;8.08;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;8.06;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;8.05;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;8.04;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;8.03;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;8.01;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;8.00;
La Doctora;9043845;La Doctora;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;7.99;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;224.39;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;225.44;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;226.23;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;226.84;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;227.41;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;227.96;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;228.52;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;293.70;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;456.93;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;561.76;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;855.46;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;2648.72;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;2567.69;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;1747.56;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;1278.67;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;913.18;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;649.46;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;415.91;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;332.47;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;269.07;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;244.30;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;235.35;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;231.98;
La Doctora;9137607;La Doctora;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;230.47;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;57.39;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;57.59;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;57.78;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;57.98;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;58.17;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;58.36;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;58.55;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;87.88;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;147.84;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;207.24;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;356.50;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;1107.45;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;1037.82;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;710.34;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;308.80;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;200.79;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;100.64;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;68.45;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;61.17;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;59.35;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;58.96;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;58.78;
La Doctora;9170397;La Doctora;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;58.68;
